,source,barrel,bullet,land,score_left_rollapply,score_right_rollapply,score_left_rlo,score_right_rlo,score_left_quadratic,score_right_quadratic,Notes
176,Unknowns/Bullet 'Y'/HS44 - Unknown; Bullet Y; Land 4 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Marco Yepez.dat,Unknowns,Bullet 'Y',Land 4,19.35837064,303.1380464,8.504983335,3.772656567,8.504983335,56.67948883,
177,Unknowns/Bullet 'F'/HS44 - Unknown; Bullet F; Land 5 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Connor Hergenreter.dat,Unknowns,Bullet 'F',Land 5,45.88736169,0,5.603623301,-160.9423699,65.86192811,-137.2456957,
178,Barrel 8/Bullet 2/HS44 - Barrel 8 - Bullet 2 - Land 1 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 8,Bullet 2,Land 1,-108.0181272,1100.743923,-69.67870376,1045.388436,-27.40614681,1100.743923,
179,Barrel 6/Bullet 1/HS44 - Barrel 6 - Bullet 1 - Land 2 - Sneox1 - 20x - auto light left image +20 perc. & x10 - threshold 2 - resolution 4 - Allison Mark.dat,Barrel 6,Bullet 1,Land 2,-10.68897342,205.3903038,-1.854525955,10.87660284,169.8725647,95.97453422,
180,Unknowns/Bullet 'E'/HS44 - Barrel 10; Bullet E; Land 3 - Sneox1 - 20x - auto light left image +20 perc. x10- threshold 2 - resolution 4 - Marco Yepez.dat,Unknowns,Bullet 'E',Land 3,-100.7430549,-40.49691754,-35.56540949,-104.1025053,133.1298437,-23.33243068,
181,Unknowns/Bullet 'P'/HS44 - Unknown; Bullet P; Land 5 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Connor Hergenreter.dat,Unknowns,Bullet 'P',Land 5,14.32485019,80.77927826,11.2093338,0.944822795,17.60483952,69.45790683,
182,Unknowns/Bullet 'L'/HS44 - Unknown; Bullet L; Land 1 - Sneox1 - 20x - auto light left image + 20 perc - threshold 2 - resolution 4 - Connor Hergenreter.dat,Unknowns,Bullet 'L',Land 1,-19.47328838,4.266074638,0.836426885,-7.064297263,11.49811133,-288.4232043,
183,Barrel 3/Bullet 1/HS44 - Barrel 3; Bullet 1; Land 3 - Sneox1 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Allison Mark.dat,Barrel 3,Bullet 1,Land 3,-631.6818345,0,127.061166,-0.016184952,476.6861793,-0.016184952,
184,Barrel 8/Bullet 2/HS44 - Barrel 8 - Bullet 2 - Land 6 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 8,Bullet 2,Land 6,1030.977051,-49.78751032,976.6340859,51.25145614,365.1615693,660.2678362,
185,Unknowns/Bullet 'S'/HS44 - Unknown; Bullet S; Land 6 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Connor Hergenreter.dat,Unknowns,Bullet 'S',Land 6,45.12363552,163.9544091,4.606233498,250.3811917,18.70772829,232.5444456,
186,Barrel 3/Bullet 1/HS44 - Barrel 3; Bullet 1; Land 4 - Sneox1 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Allison Mark.dat,Barrel 3,Bullet 1,Land 4,-121.4120153,1844.371971,82.50837158,-2.292820355,123.3101011,-2.292820355,
187,Unknowns/Bullet 'U'/HS44 - Unknown; Bullet U; Land 3 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Marco Yepez.dat,Unknowns,Bullet 'U',Land 3,-119.6981911,8.056648129,-59.59473631,19.57372616,-22.63582202,19.57372616,
188,Barrel 1/Bullet 2/HS44 - Barrel 1 - Bullet 2 - Land 2 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 1,Bullet 2,Land 2,-58.11747137,1983.42083,3.716586853,-174.5642847,79.06068128,1250.607577,
189,Unknowns/Bullet 'K'/HS44 - Unknown; Bullet K; Land 6 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Connor Hergenreter.dat,Unknowns,Bullet 'K',Land 6,-164.4744223,0,-1.05585202,-1.910418198,422.5505348,50.46288009,
190,Unknowns/Bullet 'H'/HS44 - Unknown; Bullet H; Land 2 - Sneox1 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Marco Yepez.dat,Unknowns,Bullet 'H',Land 2,-45.59524981,131.1566484,-9.581016054,516.8284864,152.0524564,478.4305287,
191,Unknowns/Bullet 'P'/HS44 - Unknown; Bullet P; Land 2 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Connor Hergenreter.dat,Unknowns,Bullet 'P',Land 2,-109.5003779,-1087.770276,-4.963807531,-70.74494526,524.1444264,-27.45755585,
192,Unknowns/Bullet 'T'/HS44 - Unknown; Bullet T; Land 6 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Connor Hergenreter.dat,Unknowns,Bullet 'T',Land 6,0,1485.63238,-7.091337655,0.802861424,-2.371482503,0.802861424,
193,Barrel 4/Bullet 2/HS44 - Barrel 4; Bullet 2; Land 6 - Sneox1 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Allison Mark.dat,Barrel 4,Bullet 2,Land 6,958.6745109,-65.56878488,1.076241079,85.81102087,1.076241079,159.5282523,
194,Barrel 4/Bullet 1/HS44 - Barrel 4; Bullet1; Land 5 - Sneox1 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Allison Mark.dat,Barrel 4,Bullet 1,Land 5,-23.33982615,59.35112871,0.795565468,34.66793125,45.52978988,4.340372255,
195,Unknowns/Bullet 'I'/HS44 - Unknown; Bullet I; Land 5 - Sneox1 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Marco Yepez.dat,Unknowns,Bullet 'I',Land 5,98.61632697,1810.387914,64.49884485,1661.078041,4580.673718,125.0740541,
196,Barrel 8/Bullet 1/HS44 - Barrel 8 - Bullet 1 - Land 5 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 8,Bullet 1,Land 5,-138.6989619,-703.1462349,12.83166211,-2082.576113,7623.62421,-2082.576113,
197,Unknowns/Bullet 'G'/HS44 - Unknown; Bullet G; Land 5 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Connor Hergenreter.dat,Unknowns,Bullet 'G',Land 5,-29.86607748,-114.4053131,2.385211295,1026.91195,125.1107117,1026.91195,
198,Barrel 4/Bullet 2/HS44 - Barrel 4; Bullet 2; Land 2 - Sneox1 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Allison Mark.dat,Barrel 4,Bullet 2,Land 2,-1.995171101,2171.705645,12.94262712,1.34608491,65.1772546,1.34608491,
199,Barrel 1/Bullet 2/HS44 - Barrel 1 - Bullet 2 - Land 3 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 1,Bullet 2,Land 3,-6.215033188,-380.6188527,-4.455586011,-72.89602343,2.656839111,-68.65020206,
200,Unknowns/Bullet 'L'/HS44 - Unknown; Bullet L; Land 6 - Sneox1 - 20x - auto light left image + 20 perc - threshold 2 - resolution 4 - Connor Hergenreter.dat,Unknowns,Bullet 'L',Land 6,58.32977219,176.3625833,14.31173188,-6.11861947,4.907295224,5.171425784,
201,Barrel 5/Bullet 2/HS44 - Barrel 5 - Bullet 2 - Land 6 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 5,Bullet 2,Land 6,13.4387342,-180.3009047,4.501553196,-185.0528921,24.07651915,-180.3009047,
202,Unknowns/Bullet 'J'/HS44 - Unknown; Bullet J; Land 1 - Sneox1 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Marco Yepez.dat,Unknowns,Bullet 'J',Land 1,-83.86476429,178.9289447,-19.8867522,-33.56545994,-7.135780774,21.22536403,
203,Barrel 9/Bullet 2/HS44 - Barrel 9 - Bullet 2 - Land 6 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 9,Bullet 2,Land 6,-0.347205259,-243.0825642,329.3753721,-274.1982876,345.5746601,-243.0825642,
204,Barrel 8/Bullet 1/HS44 - Barrel 8 - Bullet 1 - Land 2 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 8,Bullet 1,Land 2,-17.63106493,31.61647754,7.452900205,-27.31282464,3064.991534,-14.80905814,
205,Unknowns/Bullet 'S'/HS44 - Unknown; Bullet S; Land 4 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Connor Hergenreter.dat,Unknowns,Bullet 'S',Land 4,13.26713032,2.513028474,7.993830258,-0.220829572,30.46988846,2.513028474,
206,Barrel 1/Bullet 2/HS44 - Barrel 1 - Bullet 2 - Land 6 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 1,Bullet 2,Land 6,-42.60547825,-709.5931959,19.36066109,-755.9490481,67.19110489,-724.9235426,
207,Barrel 1/Bullet 2/HS44 - Barrel 1 - Bullet 2 - Land 4 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 1,Bullet 2,Land 4,43.36663765,2031.269898,14.1796188,2108.63242,88.58757541,2031.269898,
208,Barrel 5/Bullet 1/HS44 - Barrel 5 - Bullet 1 - Land 6 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 5,Bullet 1,Land 6,7.962857035,-30.31892413,0.645638263,-418.3801761,90.0000913,-343.3629432,
